scene_id	scene_desc	start	end	shot_ids
16	Rachel’s bedroom, Rachel is entering carrying two glasses of wine. She gives one to Phoebe, keeps one, and completely ignores Monica.	0.48	26.72	1,2,4,5,7,8
17	Monica picks up one of those boxes of hair curling things, dumps it in a box, and storms out.	33.10	35.98	10
18	Chandler and Joey's, Joey is examining the broken foosball table as Chandler enters from his room.	45.18	104.92	12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,30,31,32,33,34,35,36,37,38
19	Monica and Rachel's, Monica is whining to Phoebe about Rachel.	107.72	141.46	40,41,42,43,45,46,47,49
20	Monica goes into Rachel’s room.	141.46	213.28	49,50,51,52,53,54,55,56,57,58,59,60,61,62,64,65,66,68,69,70,71
21	Chandler and Joey's, they’re still playing Cups.	216.80	261.86	72,73,74,76,77,78,79,80,81,82,83,84,85,86,88
22	Monica and Rachel's, Monica carries a box out of Rachel’s room.	265.30	417.00	90,91,92,93,94,95,96,97,98,100,101,103,104,105,106,107,109,110,111,112,113,114,116,117,118,119,121,122,123,124,125,126,127,128,129,131,132,133
23	Cut to Ross’s apartment, he’s watching TV and eating some popcorn as the phone rings.	417.08	431.78	133,134,135,136
24	Chandler and Joey's, (Ohh, that’s the last time I’m ever gonna type that line. It’s just so sad.) Joey is entering, angrily.	436.02	565.07	137,138,139,140,141,142,143,144,145,146,147,149,150,151,152,153,154,155,156,157,159,160,161,162,163,164,165
25	Monica and Rachel's, (And that’s the last time for that line, no more Chandler and Joey’s or Monica and Rachel’s, ever!) Joey and Ross are carrying the last table of Rachel’s. Rachel follows slowly, but is stopped by Monica.	575.00	578.76	167
26	They hug.	585.48	591.40	170,171
27	Silence ensues.	596.84	603.46	172
28	They break the embrace.	610.10	610.58	174
29	Monica closes the door and slowly walks into Rachel’s old and now empty room.	636.36	657.25	178,179,180,181
32	Ross’s apartment, Chandler is trying to get Joey’s money back from Ross.	661.89	704.03	181,182,183,184,185,186,187,188,189,190,191,192,193,197
