scene_id	scene_desc	start	end	shot_ids
8	Ross’s Apartment, Ross and Monica are there.	1.36	43.16	1,2,3,4,5,6,7,8,9,10,11,12,13
9	Chandler’s and Monica’s apartment, Chandler and Monica are sitting at the kitchen table making potpourri sachets.	50.36	102.63	14,15,16,17,18,19,20,21,22,23,24,26
10	Joey and Janine’s apartment, Chandler walks in. Joey and Janine are knitting at the kitchen counter.	107.27	115.74	28,29
11	Ross’s apartment, Chandler enters. Ross is putting on makeup.	120.22	128.54	31,33
12	Elevator at the Ralph Lauren offices, Kim’s waiting for it. The door opens and Rachel is inside.	139.69	217.01	36,37,38,39,40,41,42,43,44,45,46,49,50
13	Hillary’s apartment,. Hillary and Ross are having dinner. He is avoiding opening his mouth.	224.51	274.09	51,52,53,54,55,56,57,59,60,61,62
14	Joey and Janine’s apartment, Joey and Monica are arranging flowers. Chandler walks in.	278.81	351.55	65,66,67,68,69,70,71,73,74,76,77,78,79,80,81,82
15	Central Perk, Phoebe and Rachel are there.	359.23	412.19	84,85,86,87,88,89,91,92,93,94
16	Hillary’s apartment, Hillary and Ross are finishing up their date.	416.35	514.01	95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,112
17	Elevator at the Ralph Lauren Offices, Rachel gets in . Kim is there.	514.17	630.69	112,113,114,115,116,117,118,119,120,121,122,123
19	Joey and Janine’s apartment, Joey paces the floor waiting for Janine. She walks in.	630.77	687.25	123,124,125,126,127,128,129,130,131,132,133,135,136
