scene_id	scene_desc	start	end	shot_ids
1	Central Perk. Everyone is there. Ross is standing behind the couch.	0.32	6.28	1
43	Rachel’s old room. It’s pretty much empty except for a few boxes against the walls. Ross and Chandler enter.	6.28	30.47	1,2,3,4,5,6,7
44	Monica enters the room.	36.31	94.44	8,10,11,12,13,14,15,16,17,18,19,20
45	Monica and Chandler’s, Time lapse. Jack is still on the couch, picking his teeth with his feet on the table. Phoebe and Judy are sitting on the table looking at him. Ross and Chandler are sitting by the window talking. Rachel and Joey are in the kitchen fooling with Rachel’s trifle. Monica walks into the living room from the kitchen.	103.80	110.92	22,23
46	Monica gives Phoebe a surprised expression and goes over to Ross and Chandler.	113.80	138.77	25,26,27,28,29
47	Joey gives her an understanding look.	139.97	145.69	30,32
48	Chandler and Monica are by the window pressuring Ross to tell his parents the truth.	145.69	152.27	32,33
50	Joey rushes over.	153.55	160.27	33
52	Rachel’s old room, Ross and Joey enter.	160.27	197.79	33,36,37,38,39,40,41
53	Ross makes a sorry face.	197.79	198.91	41
54	Joey and Ross go back out into the main area.	201.39	207.50	42
55	The hallway. Rachel and Ross go out and they just stand there for a few seconds.	214.46	274.77	43,44,45,46,47,48,49,50,51,53,54,55,56,57,58,59,60
56	Inside Monica and Chandler’s. Joey is almost done explaining the situation to everyone.	274.77	292.37	60,63,64,65
57	Ross and Rachel re-enter.	295.33	323.21	66,67,68,69,70,71,73,74,75,76
58	Phoebe gets up and goes into Rachel’s old room, a smile on her face.	326.97	331.05	78,79
59	Rachel hands Monica a plate. Monica takes a spoonful of the whipped cream portion.	335.21	342.39	81,82,83
60	Monica takes a bigger spoonful and a pea falls off	343.99	345.27	84,85
61	Monica puts the pea on top of the spoonful and takes a bite.	355.03	387.21	86,89,90,91,94,95
63	Everyone takes a bite of their trifle.	387.21	396.37	95,97
64	Chandler exits to the balcony.	398.21	404.11	99
65	Jack and Judy exit to Monica’s room.	406.99	411.15	101
66	Monica exits to the bathroom.	414.19	417.79	102,103
67	Rachel reaches for Ross’s plate	417.79	432.35	103
68	Rachel leaves to the balcony.	436.04	461.73	104,105,106,108,109
69	Rachel and Chandler re-emerge from the balcony.	461.88	465.96	109
70	"Chandler makes a fake ""I know I couldn’t believe it either"" gesture."	468.60	472.76	110
71	Phoebe comes back from Rachel’s old room.	475.32	512.50	112,113,114,116,117,118
72	Jack and Judy come out of Monica’s room and sit down on the couch.	516.18	528.46	120,121
73	Rachel and Phoebe walk into the kitchen. Monica comes out of the bathroom and goes over to Ross.	532.46	593.65	122,123,124,125,126,127,128,129,131,132,133,134,135,136,137,138
74	The Gellers stare at Ross. Ross looks at his parents with an afraid, shocked look.	599.25	603.17	140
76	Joey, Phoebe, and Rachel are sitting at the table, looking at the Geller siblings like they’re weirdos.	605.97	608.37	143
77	The Gellers glare at Ross.	610.06	611.98	145
79	Monica and Chandler both are shocked. Ross gives Monica a “take that!” look.	615.74	618.78	150
80	The Gellers glare at Ross.	619.10	706.87	150,152,154,155,156,157,159,161,162,163,164,165,166,167,168,170,171,172,174
81	Chandler is mega shocked!	709.67	721.78	175,176,177,178,179
83	Monica and Chandler’s, Everyone is helping clean the table.	727.70	755.74	180,181,182,183,184,185,186,188,189
84	Janine enters	758.62	784.91	191,192,193,194,196,197,198,199
