scene_id	scene_desc	start	end	shot_ids
1	Monica, Chandler, and Phoebe's, Phoebe is at the sink and Chandler is looking at a ring brochure.	3.04	38.22	1,2,3,4,5,6,7
2	Joey and Ross enter causing Chandler to quickly hide the brochure behind his back.	41.50	51.02	10,11,12,13
3	Joey returns with a piece of pizza as Chandler and Phoebe exit.	54.78	59.12	14,15
5	Central Perk, Phoebe and Rachel are sitting on the couch.	99.10	143.96	42,43,44,45,46,49,51,52,53,54,57
6	Phoebe turns to Rachel and mimes remove a lid of a jar. Ross enters and Paul motions for Rachel to leave with him now.	143.96	144.36	57
7	They shake hands and their lines overlap.	144.68	150.28	57,58,59
8	Ross turns his back on Paul and makes a ‘I hate that guy’ face. Paul does the same thing.	156.50	206.16	62,63,64,65,66,67,68,69,70,71,72,73,74,75
9	Joey and Rachel's, Paul and Rachel are getting ready to go out. Paul is entering from the bathroom.	209.84	340.85	76,77,78,79,80,81,82,83,85,86,87,88,89,90,91,92,93,94,95,97,98,99,100,101,103
10	Time Lapse, Paul is now weeping uncontrollably in Rachel’s arms.	349.29	398.66	103,104,105,106,110,112
12	A Jewelry Shop, Chandler and Phoebe are looking at engagement rings.	399.06	532.15	112,114,115,116,117,119,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,146,147,148,149,150
13	Central Perk, Ross and Joey are there.	535.35	599.82	151,152,153,154,156,157,158,159,160,161,162,163,164,165,166,168
14	Monica, Chandler, and Phoebe's, Monica is there as Rachel enters.	599.82	649.11	168,169,170,171,172,173,174,175,176,177,179,181,182,183
15	The Jewelry Store, Phoebe is busy trying on virtually everything in the store. She’s got earrings, rings, bracelets, and enough necklaces to put Mr. T to shame on.	649.99	698.80	183,184,185,186,187,188,189
16	Joey and Rachel's, Paul is still crying as Chandler enters.	714.01	718.25	192,193,194
