scene_id	scene_desc	start	end	shot_ids
1	Monica, Chandler, and Phoebe's, Chandler is showing Ross, Rachel, Joey, and Phoebe his engagement ring again.	2.64	53.37	1,2,3,4,6,7,8,9,11,13,14,15,16,17,18,19,20,21,22,24
2	Monica’s entrance makes Phoebe try to hide the ring by putting it in her mouth.	56.55	59.91	25,26
3	Monica goes into her room.	63.75	67.67	28,29,30
5	She goes into the bathroom.	75.91	77.11	36
7	Central Perk, Monica, Chandler, Phoebe, and Joey are there as Rachel enters.	116.61	141.63	62,63,64,66,67,68
8	Chandler stares at him.	144.46	240.40	70,71,72,73,74,75,76,78,80,81,82,83,84,85,86,87,89,90,91,92,93,95,97
9	Monica, Chandler, and Phoebe's, Chandler is practicing proposing.	242.32	276.48	97,98,99,100,101,102,105
10	Monica enters from the bedroom.	279.36	298.97	105,106,107,108,110,111
11	The Charity Event, they’re holding a silent auction, Rachel is looking at one of the items and Phoebe walks up and hands her a glass of wine.	305.85	325.98	113,114,115,116,117
12	Rachel’s boss, Mr. Thompson walks up.	328.06	370.10	119,121,122,123,126
13	Elizabeth’s Dorm Room, Ross is walking up to her door and knocks on it. Suddenly the door opens and Elizabeth drags him into the room.	370.10	409.69	126,127,128,129,130,132,133,135,136
15	They start lobbing the balloons in. Ross desperately tries to get out of the line of fire but is struck in the back. The girls all retreat to relative safety behind the couch.	412.09	420.00	137,138,139,141
16	Both opposing camps start screaming at each other to drop their weapons and surrender. Finally, Ross steps in as a mediator.	422.56	440.80	143,144,145
17	The Charity Event, Mr. Thompson is announcing the winners of the silent auction.	444.72	454.53	147,148,150
18	Phoebe returns a with a tray full of different kinds of drinks.	456.93	507.15	151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
19	Everyone applauds and he stands up slowly.	511.15	515.87	166,167
20	A Restaurant, Monica and Chandler are sitting at a table. Monica is checking her makeup as Chandler suddenly has a horrifying thought and starts patting down his pockets until he finds what he’s looking for and sighs in relief.	533.62	600.38	170,171,172,173,174,175,176,177,178,179,180,181,182,185
21	As he’s talking Monica notices someone familiar has just entered the restaurant. Let’s see; I seem to remember him driving a Ferrari in Hawaii solving crimes as a private investigator and as a certain eye doctor in more recent times.	600.46	613.91	185,187,188,190,191,192,193
22	Monica smiles then acts shocked. Chandler can’t believe she just did that.	618.87	674.12	195,196,197,198,199,200,201,202,203,204,206,207,208,209,210
