scene_id	scene_desc	start	end	shot_ids
1	Phoebe and Rachel’s new apartment, Rachel and Phoebe are making their answering machine message.	2.72	73.93	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,23,24,25,26,27
3	Monica and Chandler’s new apartment, Ross and Chandler are there.	113.83	142.95	58,59,60,61,62
4	Monica enters	145.59	161.81	64,65,66,67,68,69
5	Joey enters with his new roommate who is played by none other than Elle MacPherson.	165.17	301.13	70,71,72,73,74,75,76,78,79,80,81,82,83,84,85,86,87,88,90,91,92,93,94,95,96,97,98,99,100,101,103,104,105,106,107,108,109
6	Scene, The Park: Phoebe and Rachel are getting ready to go running	307.13	317.29	110,111,112,113
7	Scene, Central Perk: Rachel, Ross and Monica are there	324.31	367.65	114,115,116,117,118,119,120,121,122,123,124
8	Phoebe enters	367.65	397.48	124,125,127,128,130,131,133,134,135,136,137
9	Monica and Chandler’s new apartment, Chandler is putting something away under the sink.	397.48	468.24	137,138,141,142,143,144,145,146,147,148,149,150,151,152
10	Scene Joey and Janine’s new apartment, Janine is there. Joey walks in to see Janine bent over, stretching.	474.48	512.56	154,155,156,157,158,159,160,162,163
12	Scene, The Park, Rachel is running and Phoebe is hiding behind a tree.	526.13	544.13	165,167,168,169,170
13	Scene, Monica and Chandler’s, Chandler is there. Everything is out of its place and Chandler's cleaning.	556.95	662.94	172,173,174,175,177,178,179,180,182,183,184,185,186,187,188,189,191,192,193,194,195,196,198
