scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	0.24	0.48	For?				present	char_tracker_stage05	ross	unknown			low	missing_speaker
24	2	2.48	3.36	Okay, good.	Chandler	Okay, good.	Chandler	present	char_tracker_stage05	chandler|phoebe|ross	present	1.0000		high	
24	3	7.28	7.72	Okay.	Ross	okay	Ross	present	char_tracker_stage05	ross	present	1.0000		low	low_speaker_confidence
25	4	7.72	9.12	Where the hell did you get that?	Ross	Okay, where in the hell did you get that?!	Ross	partial	char_tracker_stage05		partial	0.3333		medium	partial_visual_presence
25	5	9.36	14.24	When mom and dad drove you to the hospital to get your nose fixed, I swam into the lake and fished it out.	Monica	When Mom and Dad drove you to the hospital to get your nose fixed, I swam into the lake and fished it out.	Monica	present	char_tracker_stage05	monica|ross	present	0.6667		high	
25	6	14.88	16.08	That cup is mine.	Ross	That cup is mine!	Ross	partial	char_tracker_stage05		partial	0.3333		medium	partial_visual_presence
25	7	16.16	16.96	No, it's not.	Monica	No it's not	Monica	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
25	8	17.2	19.44	You want it, you're gonna have to win it.	Monica	No it’s not! You want it, you’re gonna have to win it!	Monica	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
25	9	19.44	19.84	All right.	Rachel	all right	Rachel	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
25	10	19.84	21.36	So are we not having dinner at all?	Rachel	All right, so are we not having dinner at all?	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
25	11	23.28	24.12	Hey, could you.	Phoebe	hey could you margha	Phoebe	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
25	12	24.12	26.0	Could you please set the timer, Marja?	Phoebe	Hey could you-could you please set the timer, Margha?	Phoebe	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
26	13	26.28	31.88	Okay, Beefy, come on, let's go.	Monica	Come on Phoebe, let's go	Monica	present	char_tracker_stage05	chandler	absent	0.0000		low	speaker_offscreen
26	14	31.88	33.0	Come on, it's time to get serious.	Monica	Come on Phoebe, let’s go! Come on, it’s time to get serious, huddle up. Joey, keep your head in the game.	Monica	present	char_tracker_stage05	joey	absent	0.0000		low	speaker_offscreen
26	15	33.0	33.56	Huddle up.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
26	16	35.0	36.52	Joey, keep your head in the game.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
26	17	37.08	38.36	It's hard, you know.	Joey	it's hard y'know	Joey	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
26	18	38.36	40.2	His huddle's close to the Dutch girl.	Joey	It’s hard, y'know, his huddle is closer to Dutch girl.	Joey	partial	char_tracker_stage05		partial	0.3333		medium	partial_visual_presence
26	19	41.959	44.84	All right, look, if I take Chandler out of the running, will you be able to focus?	Monica	All right look, if I take Chandler out of the running will you be able to focus?	Monica	present	char_tracker_stage05	joey|phoebe	absent	0.0000		low	speaker_offscreen
26	20	45.64	46.6	What are you gonna do?	Joey	What are you gonna do?	Joey	present	char_tracker_stage05	joey|monica|phoebe	present	1.0000		high	
26	21	46.84	48.36	You just make sure he catches the ball.	Monica	All right, you just make sure that Chandler catches the ball, I’ll take care of the rest.	Monica	present	char_tracker_stage05	monica|phoebe	present	1.0000		medium	
26	22	48.76	49.84	I'll take care of the rest.	Monica	all right i'll take care of the rest	Monica	present	char_tracker_stage05	monica|phoebe	present	1.0000		low	low_speaker_confidence
26	23	49.84	50.36	Okay.	Joey	Okay.	Joey	present	char_tracker_stage05	monica|phoebe	absent	0.0000		low	speaker_offscreen
26	24	50.76	51.4	There you go.	Joey	Here you go!	Joey	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
