scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
42	1	0.48	2.16	To solidify your commitment.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica		Monica	False		Speaker agrees with available community-transcript mapping.	To solidify your commitment	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
42	2	2.32	4.72	To declare your love for one another to the world.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica	Monica	Monica	False		Speaker agrees with available community-transcript mapping.	Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
42	3	6.16	6.72	Yes.	Monica	high	scene_context_bridge	0.88	dialogue	True	False	Monica	Monica	Monica	False		Same speaker appears on both sides within the same scene.				present	char_tracker_stage05	chandler|monica	present			high	
42	4	9.2	9.72	Okay.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica	Monica	Monica	False		Speaker agrees with available community-transcript mapping.	okay	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
42	5	9.72	10.88	Well, that's good to know.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Monica	Monica		False		Speaker agrees with available community-transcript mapping.	Okay well that’s good to know.	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
43	6	13.68	15.36	The Mr. Beaumont's here.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Joey | Waitress		Waitress	False		Speaker agrees with available community-transcript mapping.	(all excited) The Mr. Beaumont’s here!!! (Jumps over the back off the couch and runs out into the street.)	Joey	Joey	present	char_tracker_stage05	joey	present	0.6667		high	
43	7	22.08	23.0	Hey, Monica.	Waitress	high	community_transcript_match	1.0	dialogue	False	True	Joey | Waitress	Joey		False		Speaker agrees with available community-transcript mapping.	hey monica should i let him in	Waitress	Waitress	absent	char_tracker_stage05		unobserved			high	
44	8	23.0	24.88	There's a customer who wants to compliment the chef.	Waitress	high	community_transcript_match	1.0	dialogue	False	True	Waitress | Monica		Waitress	False		Speaker agrees with available community-transcript mapping.	Hey Monica, there’s a customer who wants to complement the chef, should I let him in?	Waitress	Waitress	absent	char_tracker_stage05		unobserved			high	
44	9	24.88	25.68	Shall I let him in?	Waitress	high	community_transcript_match	1.0	dialogue	False	True	Waitress | Monica	Waitress	Monica	False		Speaker agrees with available community-transcript mapping.	hey monica should i let him in	Waitress	Waitress	present	char_tracker_stage05	monica	unobserved			high	
44	10	26.07	26.23	Sure.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Waitress | Monica	Waitress	Monica	False		Speaker agrees with available community-transcript mapping.	sure	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
