scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	3.44	4.24	Hi, you guys.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Monica | Rachel | Joey | Chandler | Monica and Rachel | Ross		Monica	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	(dejected) Hi, you guys.	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
1	2	4.32	4.76	Hi.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Monica | Rachel | Joey | Chandler | Monica and Rachel | Ross	Phoebe	Rachel	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	Hi!	Monica	Monica	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
1	3	4.76	5.2	Hey.	Rachel	medium	short_turn_alternation	0.7	dialogue	True	False	Phoebe | Monica | Rachel | Joey | Chandler | Monica and Rachel | Ross	Monica	Rachel	True	short_utterance_between_two_speakers | speaker_no_face	Short utterance inferred from local turn alternation.				absent	char_tracker_stage05		absent			medium	speaker_no_face
1	4	5.28	6.0	What's the matter?	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Monica | Rachel | Joey | Chandler | Monica and Rachel | Ross	Rachel	Phoebe	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	What’s the matter?	Rachel	Rachel	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
1	5	6.4	7.12	Well, it's just.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Monica | Rachel | Joey | Chandler | Monica and Rachel | Ross	Rachel	Phoebe	True	speaker_no_face	Speaker agrees with available community-transcript mapping.	well it's just	Phoebe	Phoebe	absent	char_tracker_stage05		absent	0.0		medium	speaker_no_face
1	6	7.12	9.44	It's one of these situations that I just hate.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Monica | Rachel | Joey | Chandler | Monica and Rachel | Ross	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Well it's just—it's one of those situations that I just hate	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	0.6667		high	
1	7	9.52	9.96	You know?	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Monica | Rachel | Joey | Chandler | Monica and Rachel | Ross	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Y'know	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
1	8	9.96	15.2	A massage client gave me three tickets to the helmet Pelts exhibit at the Morgan Chase Museum.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Monica | Rachel | Joey | Chandler | Monica and Rachel | Ross	Phoebe	Joey	False		Speaker agrees with available community-transcript mapping.	Well it’s just—it’s one of those situations that I just hate. Y’know? A massage client gave me three tickets to the Helmet-Pelts exhibit at the Morgan Chase museum.	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
1	9	15.28	16.88	Now you're thinking you gotta sleep with him.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Monica | Rachel | Joey | Chandler | Monica and Rachel | Ross	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	(nodding knowingly) Now you’re thinking you gotta sleep with him.	Joey	Joey	present	char_tracker_stage05	joey|phoebe	present	1.0		high	
1	10	18.72	20.08	No, no.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Monica | Rachel | Joey | Chandler | Monica and Rachel | Ross	Joey	Phoebe	False		Speaker agrees with available community-transcript mapping.	No	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
1	11	20.08	22.72	It's just that he gave me three tickets and there are six of us.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Monica | Rachel | Joey | Chandler | Monica and Rachel | Ross	Phoebe	Chandler	False		Speaker agrees with available community-transcript mapping.	No! No! It’s just that he gave me three tickets and there are six of us!	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
1	12	22.88	23.96	I'll give up my ticket.	Chandler	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Monica | Rachel | Joey | Chandler | Monica and Rachel | Ross	Phoebe	Joey	False		Speaker agrees with available community-transcript mapping.	I’ll give up my ticket.	Chandler	Chandler	present	char_tracker_stage05	chandler|joey|phoebe	present	1.0		high	
1	13	23.96	24.48	Me too.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Monica | Rachel | Joey | Chandler | Monica and Rachel | Ross	Chandler	Phoebe	False		Speaker agrees with available community-transcript mapping.	Me too.	Joey	Joey	present	char_tracker_stage05	chandler|joey	present	1.0		high	
1	14	26.24	26.76	Okay.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Phoebe | Monica | Rachel | Joey | Chandler | Monica and Rachel | Ross	Joey	Phoebe	False		Speaker agrees with available community-transcript mapping.	okay	Phoebe	Phoebe	present	char_tracker_stage05	chandler|joey|phoebe	present	1.0		high	
