scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	2.48	116.35	113.86999999999999	6	15	1.0	1	13	0.8666666666666667	3.2160102576349705
3	128.19	149.5	21.310000000000002	3	3	1.0	1	3	1.0	1.1565721901882748
4	151.5	206.15	54.650000000000006	4	6	1.0	1	4	0.6666666666666666	1.5101400425627822
5	209.75	387.94	178.19	5	10	1.0	1	8	0.8	2.521368212686291
6	397.04	464.09	67.04999999999995	5	10	1.0	1	7	0.7	2.022128946204405
7	470.09	475.77	5.680000000000007	1	0	0.0	1	0	0.0	0.0
8	478.57	517.27	38.69999999999999	5	10	1.0	1	8	0.8	2.7441416234106986
9	518.71	557.87	39.15999999999997	5	10	1.0	1	8	0.8	2.740070924416929
10	559.79	581.05	21.25999999999999	3	3	1.0	1	3	1.0	1.102628191908524
11	583.45	590.01	6.559999999999945	1	0	0.0	1	0	0.0	0.0
12	590.17	651.49	61.32000000000005	3	3	1.0	1	3	1.0	1.0359692131683496
13	659.33	664.9	5.569999999999936	2	1	1.0	1	1	1.0	-0.0
14	668.34	682.18	13.839999999999918	2	1	1.0	1	1	1.0	-0.0
