scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
15	0.4	20.4	20.0	4	6	1.0	1	6	1.0	2.1934597318875086
16	26.24	223.73	197.48999999999998	5	10	1.0	1	9	0.9	2.9761544800839226
17	223.73	304.63	80.9	4	6	1.0	1	6	1.0	2.147642277641267
18	305.91	411.4	105.48999999999995	3	3	1.0	1	3	1.0	1.0193762493544172
19	413.64	483.1	69.46000000000004	4	6	1.0	1	5	0.8333333333333334	2.30104738002012
20	483.1	486.66	3.5600000000000023	1	0	0.0	1	0	0.0	0.0
21	495.76	507.76	12.0	3	3	1.0	1	3	1.0	1.2980175444966573
22	511.76	531.049	19.288999999999987	3	3	1.0	1	3	1.0	1.215862587385631
23	534.73	597.6	62.870000000000005	3	3	1.0	1	3	1.0	1.563006619377943
24	597.76	617.31	19.549999999999955	1	0	0.0	1	0	0.0	0.0
26	618.27	655.12	36.85000000000002	4	6	1.0	1	4	0.6666666666666666	2.009061401592645
27	655.12	671.63	16.50999999999999	2	1	1.0	1	1	1.0	-0.0
