scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	3.52	125.17	121.65	4	6	1.0	1	6	1.0	2.4115921563622322
3	125.17	183.31	58.14	3	3	1.0	1	3	1.0	1.3732623413056997
4	188.67	268.51	79.84	3	3	1.0	1	3	1.0	1.4008453475356406
5	282.82	299.14	16.319999999999993	3	3	1.0	1	3	1.0	0.9580874420455301
6	310.43	405.52	95.08999999999997	3	3	1.0	1	3	1.0	0.5212056330422621
7	406.48	445.79	39.31	2	1	1.0	1	1	1.0	-0.0
8	445.95	503.49	57.54000000000002	3	3	1.0	1	3	1.0	1.4659342157281392
9	503.49	578.67	75.17999999999995	4	6	1.0	1	5	0.8333333333333334	2.266404737406726
10	578.67	630.45	51.780000000000086	4	6	1.0	1	5	0.8333333333333334	1.7347335033265203
11	630.45	676.14	45.68999999999994	6	15	1.0	1	7	0.4666666666666667	3.00557135962432
12	676.3	691.07	14.770000000000095	1	0	0.0	1	0	0.0	0.0
