scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
16	0.24	90.51	90.27000000000001	2	1	1.0	1	1	1.0	-0.0
18	104.19	112.68	8.490000000000009	1	0	0.0	1	0	0.0	0.0
19	116.52	156.67	40.14999999999999	4	6	1.0	1	6	1.0	2.2360904596757174
21	160.35	189.79	29.439999999999998	3	3	1.0	1	3	1.0	1.239442842879832
22	193.96	200.76	6.799999999999983	2	1	1.0	1	1	1.0	-0.0
23	201.08	232.43	31.349999999999994	2	1	1.0	1	1	1.0	-0.0
24	232.43	260.91	28.480000000000018	3	3	1.0	1	3	1.0	1.3896307949360525
25	268.27	304.36	36.09000000000003	2	1	1.0	1	1	1.0	-0.0
26	309.32	324.43	15.110000000000014	3	3	1.0	1	3	1.0	0.9674921780725684
27	329.95	344.63	14.680000000000007	3	3	1.0	1	3	1.0	1.1621685673536482
28	344.63	372.6	27.970000000000027	2	1	1.0	1	1	1.0	-0.0
29	378.67	397.31	18.639999999999986	3	3	1.0	1	3	1.0	1.396933008800585
30	398.99	403.51	4.519999999999982	2	1	1.0	1	1	1.0	-0.0
31	403.51	425.71	22.19999999999999	2	1	1.0	1	1	1.0	-0.0
32	428.59	430.59	2.0	1	0	0.0	1	0	0.0	0.0
34	439.34	460.78	21.439999999999998	3	3	1.0	1	3	1.0	1.4907758381643696
35	467.7	475.14	7.439999999999998	2	1	1.0	1	1	1.0	-0.0
36	477.94	499.66	21.720000000000027	3	3	1.0	1	3	1.0	1.4823845113005214
37	516.14	562.0	45.860000000000014	4	6	1.0	1	3	0.5	1.5809523341403717
38	565.92	594.22	28.300000000000068	2	1	1.0	1	1	1.0	-0.0
39	594.78	604.86	10.080000000000041	1	0	0.0	1	0	0.0	0.0
45	660.1	671.52	11.419999999999959	1	0	0.0	1	0	0.0	0.0
