scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
14	0.32	121.53	121.21000000000001	4	6	1.0	1	6	1.0	1.3813708151897475
15	127.29	132.01	4.719999999999985	2	1	1.0	1	1	1.0	-0.0
18	153.51	234.72	81.21000000000001	5	10	1.0	1	8	0.8	2.8198427858977455
19	241.68	276.37	34.69	3	3	1.0	1	2	0.6666666666666666	0.8977411892166496
20	279.89	341.26	61.370000000000005	2	1	1.0	1	1	1.0	-0.0
21	344.7	346.86	2.160000000000025	1	0	0.0	1	0	0.0	0.0
22	360.63	383.19	22.560000000000002	1	0	0.0	1	0	0.0	0.0
24	392.95	457.26	64.31	3	3	1.0	1	3	1.0	1.2603565964234715
25	462.61	513.93	51.319999999999936	4	6	1.0	1	5	0.8333333333333334	1.935827489362934
27	513.93	527.339	13.409000000000106	2	1	1.0	1	1	1.0	-0.0
28	527.659	548.81	21.150999999999954	3	3	1.0	1	2	0.6666666666666666	0.8846884051823743
29	552.41	631.01	78.60000000000002	3	3	1.0	1	3	1.0	1.0299483629611104
32	636.93	679.4	42.47000000000003	1	0	0.0	1	0	0.0	0.0
