scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
19	0.16	11.44	11.28	3	3	1.0	1	2	0.6666666666666666	1.14224312308284
20	19.04	44.41	25.369999999999997	4	6	1.0	1	6	1.0	1.895150334293311
21	54.49	71.11	16.619999999999997	3	3	1.0	1	3	1.0	1.3316113358610995
22	73.91	83.03	9.120000000000005	6	15	1.0	1	12	0.8	3.5081513285084767
23	88.94	91.74	2.799999999999997	1	0	0.0	1	0	0.0	0.0
25	102.54	155.92	53.37999999999998	2	1	1.0	1	1	1.0	-0.0
27	164.0	186.6	22.599999999999994	2	1	1.0	1	1	1.0	-0.0
28	194.37	232.12	37.75	6	15	1.0	1	8	0.5333333333333333	2.9904386950301154
29	234.76	260.61	25.850000000000023	3	3	1.0	1	3	1.0	1.208680577507508
30	267.73	375.2	107.46999999999997	3	3	1.0	1	3	1.0	0.7180296473023814
31	384.17	389.37	5.199999999999989	1	0	0.0	1	0	0.0	0.0
32	390.25	402.89	12.639999999999986	3	3	1.0	1	2	0.6666666666666666	1.2508526445773165
33	408.39	429.19	20.80000000000001	1	0	0.0	1	0	0.0	0.0
35	433.61	470.01	36.39999999999998	1	0	0.0	1	0	0.0	0.0
36	470.41	565.96	95.55000000000001	2	1	1.0	1	1	1.0	-0.0
38	569.0	642.73	73.73000000000002	4	6	1.0	1	4	0.6666666666666666	2.0656228661805116
39	656.9	657.22	0.32000000000005	1	0	0.0	1	0	0.0	0.0
41	666.5	675.62	9.120000000000005	2	1	1.0	1	1	1.0	-0.0
42	682.8	701.84	19.040000000000077	1	0	0.0	1	0	0.0	0.0
43	701.92	702.96	1.0400000000000773	1	0	0.0	1	0	0.0	0.0
