scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	2.24	65.78	63.54	6	15	1.0	1	12	0.8	3.3576693711239893
3	76.9	214.15	137.25	4	6	1.0	1	6	1.0	2.2864356910881196
4	218.47	260.6	42.130000000000024	2	1	1.0	1	1	1.0	-0.0
5	265.8	311.32	45.51999999999998	2	1	1.0	1	1	1.0	-0.0
6	311.32	312.24	0.9200000000000159	1	0	0.0	1	0	0.0	0.0
7	315.68	317.6	1.920000000000016	2	1	1.0	1	1	1.0	-0.0
9	330.64	463.67	133.03000000000003	6	15	1.0	1	7	0.4666666666666667	2.3045655987707487
10	463.67	524.29	60.61999999999995	3	3	1.0	1	3	1.0	0.923390912075138
11	524.29	548.72	24.430000000000064	2	1	1.0	1	1	1.0	-0.0
12	549.44	574.64	25.199999999999932	3	3	1.0	1	3	1.0	1.1814153119441981
13	583.61	596.17	12.559999999999945	2	1	1.0	1	1	1.0	-0.0
14	602.25	642.06	39.809999999999945	3	3	1.0	1	3	1.0	0.7994552028254072
16	642.06	664.14	22.08000000000004	3	3	1.0	1	3	1.0	1.4525777887124955
17	669.74	692.13	22.389999999999986	2	1	1.0	1	1	1.0	-0.0
