scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	2.0	22.0	20.0	4	6	1.0	1	6	1.0	2.3302164428394128
2	22.48	34.71	12.23	1	0	0.0	1	0	0.0	0.0
4	47.27	216.96	169.69	7	21	1.0	1	17	0.8095238095238095	3.6611274795731106
5	217.52	232.38	14.859999999999985	2	1	1.0	1	1	1.0	-0.0
6	232.62	279.59	46.96999999999997	6	15	1.0	1	13	0.8666666666666667	3.2576753522761503
7	283.68	333.74	50.06	6	15	1.0	1	9	0.6	2.781150795691402
8	334.06	347.34	13.279999999999973	2	1	1.0	1	1	1.0	-0.0
9	349.66	352.3	2.6399999999999864	2	1	1.0	1	1	1.0	-0.0
10	360.78	391.48	30.700000000000045	4	6	1.0	1	5	0.8333333333333334	2.228898959142788
11	395.9	402.34	6.439999999999998	3	3	1.0	1	3	1.0	1.4459104339436073
12	402.34	403.34	1.0	1	0	0.0	1	0	0.0	0.0
13	404.94	430.04	25.100000000000023	3	3	1.0	1	3	1.0	1.2472464535348178
14	430.04	439.56	9.519999999999982	2	1	1.0	1	1	1.0	-0.0
15	442.12	481.15	39.02999999999997	5	10	1.0	1	7	0.7	2.4698483599800927
16	481.95	506.19	24.24000000000001	2	1	1.0	1	1	1.0	-0.0
17	508.35	521.63	13.279999999999973	2	1	1.0	1	1	1.0	-0.0
18	522.11	570.08	47.97000000000003	2	1	1.0	1	1	1.0	-0.0
19	573.92	589.1	15.180000000000064	2	1	1.0	1	1	1.0	-0.0
20	592.54	600.3	7.759999999999991	1	0	0.0	1	0	0.0	0.0
22	607.17	642.33	35.16000000000008	4	6	1.0	1	4	0.6666666666666666	1.8519811848251777
23	644.09	712.02	67.92999999999995	7	21	1.0	1	18	0.8571428571428571	2.8773047146944246
24	712.42	725.11	12.690000000000055	3	3	1.0	1	3	1.0	1.4585382252232173
