scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
18	1.92	52.04	50.12	2	1	1.0	1	1	1.0	-0.0
20	55.0	96.56	41.56	1	0	0.0	1	0	0.0	0.0
21	104.24	125.33	21.090000000000003	2	1	1.0	1	1	1.0	-0.0
22	129.41	185.06	55.650000000000006	3	3	1.0	1	2	0.6666666666666666	0.6053254198316464
23	185.06	198.34	13.280000000000001	1	0	0.0	1	0	0.0	0.0
25	200.58	281.909	81.32899999999998	3	3	1.0	1	2	0.6666666666666666	0.9871709404068061
27	287.269	436.33	149.06099999999998	2	1	1.0	1	1	1.0	-0.0
28	447.29	476.66	29.370000000000005	2	1	1.0	1	1	1.0	-0.0
29	485.77	533.96	48.190000000000055	2	1	1.0	1	1	1.0	-0.0
30	537.71	587.31	49.59999999999991	2	1	1.0	1	1	1.0	-0.0
31	587.55	600.99	13.440000000000055	1	0	0.0	1	0	0.0	0.0
32	601.39	638.09	36.700000000000045	3	3	1.0	1	3	1.0	1.4903132778582933
34	639.93	672.07	32.1400000000001	5	10	1.0	1	6	0.6	2.5501780755697157
