scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	3.04	15.44	12.399999999999999	3	3	1.0	1	3	1.0	1.4185644431995963
3	31.85	56.97	25.119999999999997	3	3	1.0	1	3	1.0	1.1143011521704176
4	57.05	62.23	5.18	3	3	1.0	1	3	1.0	1.5821930667351334
5	62.95	94.54	31.590000000000003	3	3	1.0	1	3	1.0	1.5780929167089628
6	94.78	204.6	109.82	3	3	1.0	1	3	1.0	1.5407504780596097
7	213.64	329.93	116.29000000000002	5	10	1.0	1	9	0.9	2.860719106344133
8	353.36	481.72	128.36	3	3	1.0	1	3	1.0	0.5226827824021416
10	481.8	572.72	90.92000000000002	4	6	1.0	1	5	0.8333333333333334	2.1151967919393733
12	577.89	699.05	121.15999999999997	2	1	1.0	1	1	1.0	-0.0
13	707.61	725.34	17.730000000000018	2	1	1.0	1	1	1.0	-0.0
