turn_id	scene_id	start	end	n_sentences
0	1	4.08	5.2	1
1	1	5.6	6.0	1
2	1	6.4	7.48	1
3	1	7.48	8.12	1
4	1	8.12	8.8	1
5	1	8.8	10.4	1
6	1	10.56	11.44	1
7	1	11.44	12.16	1
8	1	12.16	12.88	1
9	1	13.76	14.2	1
10	1	14.2	15.36	1
11	1	15.6	18.0	1
12	1	18.56	21.92	1
13	1	22.0	24.32	1
14	1	24.64	26.76	1
15	1	26.76	28.4	1
16	1	29.04	31.12	1
17	1	31.2	31.91	1
18	1	32.06	37.26	1
19	1	38.14	41.1	1
20	1	41.1	41.58	1
21	1	42.46	43.22	1
22	1	43.22	45.18	1
23	1	45.34	45.82	1
24	1	45.82	49.5	1
25	1	49.98	56.14	1
26	2	56.78	61.84	1
27	2	62.24	62.8	1
28	2	63.28	63.76	1
29	2	63.76	64.24	1
30	2	73.439	75.68	1
31	4	75.76	84.72	1
32	4	85.59	85.91	1
33	4	85.91	87.19	1
34	4	88.07	89.11	1
35	4	91.43	92.71	1
36	4	92.79	94.31	1
37	4	94.47	95.43	1
38	4	96.95	98.63	1
39	4	99.67	101.27	1
40	4	101.51	106.23	1
41	5	109.75	110.23	1
42	5	110.63	111.11	1
43	5	111.11	111.59	1
44	5	111.59	113.93	1
45	5	117.85	118.65	1
46	5	118.65	120.37	1
47	5	120.37	121.53	1
48	5	121.93	123.45	1
49	5	124.41	125.21	1
50	5	125.29	127.05	1
51	5	127.37	128.17	1
52	5	128.25	130.13	1
53	5	130.13	133.29	1
54	5	133.29	135.53	1
55	5	135.77	141.25	1
56	5	141.25	143.83	1
57	5	144.55	146.55	1
58	5	148.31	149.23	1
59	5	149.23	150.71	1
60	5	150.71	152.47	1
61	5	154.47	155.03	1
62	5	155.03	156.31	1
63	5	156.63	157.67	1
64	5	157.75	161.31	1
65	5	161.31	163.67	1
66	5	163.67	165.35	1
67	5	165.35	166.23	1
68	5	166.39	167.43	1
69	5	167.43	168.55	1
70	5	169.25	169.73	1
71	5	169.89	170.53	1
72	5	171.41	172.05	1
73	5	172.69	173.41	1
74	5	173.97	174.37	1
75	5	174.77	175.45	1
76	5	175.45	175.81	1
77	6	176.85	177.53	1
78	6	177.53	179.49	2
79	6	180.37	183.97	1
80	6	184.13	184.53	1
81	6	184.69	185.089	1
82	6	185.97	187.01	1
83	6	188.53	189.49	1
84	6	191.17	193.25	1
85	6	195.89	197.33	1
86	6	197.97	199.33	1
87	6	202.21	202.77	1
88	6	203.81	204.45	1
89	6	204.45	205.65	1
90	6	205.65	206.05	1
91	6	209.01	209.57	1
92	6	210.13	210.61	1
93	6	210.61	211.17	1
94	6	211.65	212.13	1
95	6	212.29	220.53	1
96	6	224.21	226.98	1
97	7	230.5	258.48	1
98	7	262.0	274.32	1
