scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
56	0.4	89.23	88.83	2	1	1.0	1	1	1.0	-0.0
58	97.23	121.54	24.310000000000002	4	6	1.0	1	6	1.0	2.297760750377544
59	121.94	149.2	27.25999999999999	4	6	1.0	1	6	1.0	2.46228725230157
60	149.2	170.36	21.160000000000025	1	0	0.0	1	0	0.0	0.0
61	170.44	187.92	17.47999999999999	3	3	1.0	1	3	1.0	1.3083476940694536
62	187.92	205.53	17.610000000000014	3	3	1.0	1	3	1.0	0.9120148730195345
63	209.77	316.48	106.71000000000001	2	1	1.0	1	1	1.0	-0.0
64	332.48	469.64	137.15999999999997	2	1	1.0	1	1	1.0	-0.0
66	484.2	515.26	31.060000000000002	2	1	1.0	1	1	1.0	-0.0
67	527.1	538.88	11.779999999999973	1	0	0.0	1	0	0.0	0.0
68	539.59	548.39	8.799999999999955	1	0	0.0	1	0	0.0	0.0
69	550.55	631.47	80.92000000000007	2	1	1.0	1	1	1.0	-0.0
70	646.46	648.38	1.919999999999959	1	0	0.0	1	0	0.0	0.0
71	651.5	659.74	8.240000000000009	2	1	1.0	1	1	1.0	-0.0
72	667.65	711.31	43.65999999999997	3	3	1.0	1	3	1.0	1.575417236626791
