scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	2.32	25.68	23.36	3	3	1.0	1	3	1.0	1.2310252601713974
2	31.55	35.31	3.7600000000000016	3	3	1.0	1	3	1.0	1.4585382252232173
3	38.27	71.93	33.660000000000004	4	6	1.0	1	4	0.6666666666666666	2.120815885773133
5	114.55	201.51	86.96	6	15	1.0	1	9	0.6	3.0591451600892623
6	207.19	282.97	75.78000000000003	4	6	1.0	1	5	0.8333333333333334	1.5952403807284443
7	296.01	390.77	94.75999999999999	3	3	1.0	1	3	1.0	1.01056244160507
8	394.61	502.249	107.63900000000001	7	21	1.0	1	17	0.8095238095238095	3.7874952162968167
9	502.249	518.91	16.660999999999945	2	1	1.0	1	1	1.0	-0.0
10	518.91	562.41	43.5	3	3	1.0	1	3	1.0	1.5296316692007148
11	569.61	637.06	67.44999999999993	2	1	1.0	1	1	1.0	-0.0
12	642.42	678.68	36.25999999999999	4	6	1.0	1	6	1.0	2.451424523492098
