scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	3.12	11.12	7.999999999999999	2	1	1.0	1	1	1.0	-0.0
2	13.92	34.82	20.9	5	10	1.0	1	5	0.5	2.685745248371877
3	34.82	38.66	3.8399999999999963	2	1	1.0	1	1	1.0	-0.0
4	42.98	44.58	1.6000000000000014	1	0	0.0	1	0	0.0	0.0
6	84.24	107.18	22.940000000000012	2	1	1.0	1	1	1.0	-0.0
7	110.94	151.13	40.19	4	6	1.0	1	5	0.8333333333333334	1.7857279896791423
8	152.65	224.72	72.07	5	10	1.0	1	8	0.8	2.539813465097827
9	229.76	239.19	9.430000000000007	2	1	1.0	1	1	1.0	-0.0
10	239.19	242.63	3.4399999999999977	1	0	0.0	1	0	0.0	0.0
11	242.63	313.26	70.63	6	15	1.0	1	13	0.8666666666666667	3.401344862673426
12	313.26	326.48	13.220000000000027	2	1	1.0	1	1	1.0	-0.0
13	326.48	339.04	12.560000000000002	2	1	1.0	1	1	1.0	-0.0
14	339.04	350.66	11.620000000000005	2	1	1.0	1	1	1.0	-0.0
15	350.66	374.54	23.879999999999995	5	10	1.0	1	8	0.8	2.8381356731427343
16	374.54	447.34	72.79999999999995	3	3	1.0	1	3	1.0	1.4946709498576811
17	447.34	452.5	5.160000000000025	2	1	1.0	1	1	1.0	-0.0
18	452.659	488.96	36.30099999999999	4	6	1.0	1	5	0.8333333333333334	1.9713011945215064
19	491.92	506.0	14.079999999999984	1	0	0.0	1	0	0.0	0.0
20	508.08	511.6	3.5200000000000387	2	1	1.0	1	1	1.0	-0.0
21	522.0	529.76	7.759999999999991	2	1	1.0	1	1	1.0	-0.0
22	535.66	545.42	9.759999999999991	3	3	1.0	1	3	1.0	1.5773684339941259
23	550.06	557.5	7.440000000000055	2	1	1.0	1	1	1.0	-0.0
24	560.14	585.16	25.019999999999982	3	3	1.0	1	3	1.0	0.8859752608292181
26	601.14	665.02	63.879999999999995	4	6	1.0	1	4	0.6666666666666666	1.9870310384081342
28	665.02	687.63	22.610000000000014	2	1	1.0	1	1	1.0	-0.0
