scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
22	2.0	18.48	16.48	2	1	1.0	1	1	1.0	-0.0
23	28.11	44.91	16.799999999999997	2	1	1.0	1	1	1.0	-0.0
24	48.91	64.18	15.27000000000001	1	0	0.0	1	0	0.0	0.0
25	71.46	130.97	59.510000000000005	2	1	1.0	1	1	1.0	-0.0
26	137.69	146.08	8.390000000000015	1	0	0.0	1	0	0.0	0.0
27	146.16	166.36	20.200000000000017	3	3	1.0	1	2	0.6666666666666666	1.1161704217617483
28	166.36	214.39	48.02999999999997	4	6	1.0	1	5	0.8333333333333334	1.9512445712740427
29	221.19	285.94	64.75	3	3	1.0	1	3	1.0	0.6128457043905265
31	286.9	340.8	53.900000000000034	2	1	1.0	1	1	1.0	-0.0
32	351.2	372.06	20.860000000000014	3	3	1.0	1	2	0.6666666666666666	1.0449028933019933
33	375.66	383.1	7.439999999999998	3	3	1.0	1	3	1.0	1.356467233432885
34	387.18	388.38	1.1999999999999886	1	0	0.0	1	0	0.0	0.0
35	395.18	501.92	106.74000000000001	2	1	1.0	1	1	1.0	-0.0
36	503.52	559.37	55.85000000000002	2	1	1.0	1	1	1.0	-0.0
38	583.23	649.45	66.22000000000003	2	1	1.0	1	1	1.0	-0.0
39	655.13	668.33	13.200000000000045	2	1	1.0	1	1	1.0	-0.0
40	674.73	679.32	4.590000000000032	2	1	1.0	1	1	1.0	-0.0
