scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	4.08	98.46	94.38	6	15	1.0	1	12	0.8	3.2310919441412302
3	126.2	216.25	90.05	5	10	1.0	1	8	0.8	2.8233622738604063
4	219.21	234.1	14.889999999999986	2	1	1.0	1	1	1.0	-0.0
5	234.98	266.2	31.22	2	1	1.0	1	1	1.0	-0.0
6	272.52	304.31	31.79000000000002	2	1	1.0	1	1	1.0	-0.0
7	304.31	327.33	23.019999999999982	2	1	1.0	1	1	1.0	-0.0
8	349.78	373.46	23.680000000000007	3	3	1.0	1	3	1.0	0.8470065685939667
9	378.88	436.73	57.85000000000002	3	3	1.0	1	3	1.0	1.5418520402556575
10	447.76	455.44	7.680000000000007	2	1	1.0	1	1	1.0	-0.0
11	460.16	518.06	57.89999999999992	3	3	1.0	1	3	1.0	1.4040909227366782
12	522.46	581.64	59.17999999999995	3	3	1.0	1	3	1.0	1.01275276198886
14	581.8	661.69	79.8900000000001	3	3	1.0	1	3	1.0	1.5600902122553704
