scene_id	start	end	character	degree	betweenness	eigenvector
56	0.4	89.23	Monica	0.5	0.0	0.7071067811865475
56	0.4	89.23	Richard	0.5	0.0	0.7071067811865475
58	97.23	121.54	Joey	0.18965431628776905	0.0	0.36635551854743986
58	97.23	121.54	Phoebe	0.3344823020201435	0.3333333333333333	0.6224238209795337
58	97.23	121.54	Rachel	0.28620906540431834	0.3333333333333333	0.5828112811463372
58	97.23	121.54	Ross	0.18965431628776905	0.0	0.3724288276646142
59	121.94	149.2	Joey	0.27387025579796664	0.0	0.5313577589266784
59	121.94	149.2	Phoebe	0.2763818034902373	0.3333333333333333	0.5354535976422432
59	121.94	149.2	Rachel	0.15829082094142338	0.0	0.32941116797790915
59	121.94	149.2	Ross	0.2914571197703728	0.0	0.567835063387095
60	149.2	170.36	Phoebe	0.0	0.0	0.0
61	170.44	187.92	Joey	0.4626833593036377	1.0	0.6866815486706589
61	170.44	187.92	Phoebe	0.2686583203481812	0.0	0.5140371828551246
61	170.44	187.92	Rachel	0.2686583203481812	0.0	0.5140371828551246
62	187.92	205.53	Joey	0.10357256122125365	0.0	0.17657774364517725
62	187.92	205.53	Phoebe	0.47142722449364427	1.0	0.7010623001696883
62	187.92	205.53	Rachel	0.42500021428510204	0.0	0.6908921418933377
63	209.77	316.48	Monica	0.5	0.0	0.7071067811865475
63	209.77	316.48	Richard	0.5	0.0	0.7071067811865475
64	332.48	469.64	Chandler	0.5	0.0	0.7071067811865476
64	332.48	469.64	Richard	0.5	0.0	0.7071067811865476
66	484.2	515.26	Chandler	0.5	0.0	0.7071067811865475
66	484.2	515.26	Joey	0.5	0.0	0.7071067811865475
67	527.1	538.88	Monica	0.0	0.0	0.0
68	539.59	548.39	Chandler	0.0	0.0	0.0
69	550.55	631.47	Chandler	0.5	0.0	0.7071067811865476
69	550.55	631.47	Monica	0.5	0.0	0.7071067811865476
70	646.46	648.38	Monica	0.0	0.0	0.0
71	651.5	659.74	Joey	0.5	0.0	0.7071067811865476
71	651.5	659.74	Monica	0.5	0.0	0.7071067811865476
72	667.65	711.31	Monica	0.3058841799136008	0.0	0.5434131953080247
72	667.65	711.31	Phoebe	0.3470579100431996	0.0	0.5935916522177188
72	667.65	711.31	Rachel	0.3470579100431996	0.0	0.5935916522177188
