scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	5.92	62.55	56.629999999999995	6	15	1.0	1	12	0.8	3.26598774351376
2	66.55	116.73	50.18000000000001	1	0	0.0	1	0	0.0	0.0
4	118.33	121.21	2.8799999999999955	2	1	1.0	1	1	1.0	-0.0
5	122.97	129.05	6.0800000000000125	2	1	1.0	1	1	1.0	-0.0
6	129.37	134.09	4.719999999999999	1	0	0.0	1	0	0.0	0.0
7	135.77	201.26	65.48999999999998	2	1	1.0	1	1	1.0	-0.0
8	206.68	209.72	3.039999999999992	1	0	0.0	1	0	0.0	0.0
9	209.8	226.52	16.72	2	1	1.0	1	1	1.0	-0.0
10	226.52	237.31	10.789999999999992	2	1	1.0	1	1	1.0	-0.0
11	237.31	240.27	2.960000000000008	1	0	0.0	1	0	0.0	0.0
12	241.07	241.79	0.7199999999999989	1	0	0.0	1	0	0.0	0.0
13	242.75	282.99	40.24000000000001	3	3	1.0	1	3	1.0	1.5097033235215425
15	288.03	290.51	2.480000000000018	1	0	0.0	1	0	0.0	0.0
16	295.85	303.53	7.67999999999995	2	1	1.0	1	1	1.0	-0.0
17	306.01	323.61	17.600000000000023	3	3	1.0	1	3	1.0	1.5403153108516312
18	326.14	346.54	20.400000000000034	2	1	1.0	1	1	1.0	-0.0
19	349.82	363.88	14.060000000000002	5	10	1.0	1	8	0.8	2.5929789308150832
20	364.76	425.08	60.31999999999999	6	15	1.0	1	11	0.7333333333333333	3.2227755204837183
21	426.76	428.28	1.5199999999999818	1	0	0.0	1	0	0.0	0.0
22	433.16	440.04	6.8799999999999955	1	0	0.0	1	0	0.0	0.0
23	440.04	452.05	12.009999999999991	3	3	1.0	1	3	1.0	1.3135957859447567
24	452.61	466.57	13.95999999999998	2	1	1.0	1	1	1.0	-0.0
25	466.57	468.37	1.8000000000000114	1	0	0.0	1	0	0.0	0.0
26	471.73	475.85	4.1200000000000045	1	0	0.0	1	0	0.0	0.0
27	477.77	490.01	12.240000000000009	3	3	1.0	1	3	1.0	1.246577545232602
28	490.49	520.12	29.629999999999995	2	1	1.0	1	1	1.0	-0.0
29	520.2	521.56	1.3599999999999	1	0	0.0	1	0	0.0	0.0
30	525.8	542.47	16.670000000000073	3	3	1.0	1	3	1.0	1.2603516573266644
31	545.429	553.75	8.321000000000026	1	0	0.0	1	0	0.0	0.0
32	553.75	582.34	28.590000000000032	3	3	1.0	1	3	1.0	1.1879394130076053
33	587.46	610.93	23.469999999999914	4	6	1.0	1	4	0.6666666666666666	2.0334059437833556
34	614.69	620.17	5.4799999999999045	2	1	1.0	1	1	1.0	-0.0
35	620.17	627.49	7.32000000000005	1	0	0.0	1	0	0.0	0.0
36	629.65	672.23	42.58000000000004	2	1	1.0	1	1	1.0	-0.0
37	672.23	681.59	9.360000000000014	2	1	1.0	1	1	1.0	-0.0
39	685.19	694.16	8.969999999999914	2	1	1.0	1	1	1.0	-0.0
41	699.2	731.39	32.18999999999994	5	10	1.0	1	9	0.9	2.921455898195646
43	731.39	743.91	12.519999999999982	2	1	1.0	1	1	1.0	-0.0
