scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
10	1.68	11.44	9.76	2	1	1.0	1	1	1.0	-0.0
11	18.96	20.64	1.6799999999999997	1	0	0.0	1	0	0.0	0.0
12	24.88	104.62	79.74000000000001	2	1	1.0	1	1	1.0	-0.0
13	107.34	267.74	160.4	5	10	1.0	1	6	0.6	1.2025966765541656
14	270.54	342.04	71.5	2	1	1.0	1	1	1.0	-0.0
15	348.76	411.45	62.69	4	6	1.0	1	5	0.8333333333333334	1.6730823651404159
16	415.37	444.26	28.889999999999986	2	1	1.0	1	1	1.0	-0.0
17	465.55	522.66	57.10999999999996	2	1	1.0	1	1	1.0	-0.0
18	523.62	577.29	53.66999999999996	3	3	1.0	1	3	1.0	1.4658488061486563
19	578.33	579.85	1.5199999999999818	1	0	0.0	1	0	0.0	0.0
21	600.47	622.63	22.159999999999968	3	3	1.0	1	3	1.0	1.1683539460786618
22	627.69	651.29	23.59999999999991	3	3	1.0	1	2	0.6666666666666666	0.9180733236013627
23	652.96	688.36	35.39999999999998	3	3	1.0	1	2	0.6666666666666666	1.2214331944855974
26	699.4	722.37	22.970000000000027	2	1	1.0	1	1	1.0	-0.0
27	722.69	735.07	12.379999999999995	2	1	1.0	1	1	1.0	-0.0
