scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
16	0.48	26.72	26.24	3	3	1.0	1	3	1.0	1.43618338191947
17	33.1	35.98	2.8799999999999955	1	0	0.0	1	0	0.0	0.0
18	45.18	104.92	59.74	2	1	1.0	1	1	1.0	-0.0
19	107.72	141.46	33.74000000000001	2	1	1.0	1	1	1.0	-0.0
20	141.46	213.28	71.82	3	3	1.0	1	3	1.0	1.2987664659250369
21	216.8	261.86	45.06	2	1	1.0	1	1	1.0	-0.0
22	265.3	417.0	151.7	4	6	1.0	1	5	0.8333333333333334	1.876950648313766
23	417.08	431.78	14.699999999999989	1	0	0.0	1	0	0.0	0.0
24	436.02	565.07	129.05000000000007	2	1	1.0	1	1	1.0	-0.0
25	575.0	578.76	3.759999999999991	2	1	1.0	1	1	1.0	-0.0
26	585.48	591.4	5.919999999999959	2	1	1.0	1	1	1.0	-0.0
27	596.84	603.46	6.6200000000000045	1	0	0.0	1	0	0.0	0.0
28	610.1	610.58	0.4800000000000182	1	0	0.0	1	0	0.0	0.0
29	636.36	657.25	20.889999999999986	2	1	1.0	1	1	1.0	-0.0
32	661.89	704.03	42.139999999999986	2	1	1.0	1	1	1.0	-0.0
