scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
39	5.12	8.8	3.6800000000000006	2	1	1.0	1	1	1.0	-0.0
40	9.52	25.54	16.02	2	1	1.0	1	1	1.0	-0.0
41	26.41	130.21	103.80000000000001	2	1	1.0	1	1	1.0	-0.0
42	136.69	156.19	19.5	2	1	1.0	1	1	1.0	-0.0
43	156.99	168.04	11.049999999999983	2	1	1.0	1	1	1.0	-0.0
44	168.04	232.64	64.6	2	1	1.0	1	1	1.0	-0.0
45	232.72	275.35	42.630000000000024	2	1	1.0	1	1	1.0	-0.0
46	279.99	339.58	59.589999999999975	2	1	1.0	1	1	1.0	-0.0
47	349.1	361.27	12.169999999999959	2	1	1.0	1	1	1.0	-0.0
48	367.91	455.35	87.44	4	6	1.0	1	4	0.6666666666666666	1.3876704103178115
49	460.07	602.45	142.38000000000005	2	1	1.0	1	1	1.0	-0.0
50	608.93	671.37	62.440000000000055	2	1	1.0	1	1	1.0	-0.0
51	680.02	686.02	6.0	2	1	1.0	1	1	1.0	-0.0
53	691.94	718.24	26.299999999999955	1	0	0.0	1	0	0.0	0.0
