scene_id	start	end	character	degree	betweenness	eigenvector
22	2.0	18.48	Dr. Drake Remoray	0.5	0.0	0.7071067811865475
22	2.0	18.48	Rachel	0.5	0.0	0.7071067811865475
23	28.11	44.91	Dr. Drake Remoray	0.5	0.0	0.7071067811865475
23	28.11	44.91	Hope	0.5	0.0	0.7071067811865475
24	48.91	64.18	Rachel	0.0	0.0	0.0
25	71.46	130.97	Carol	0.5	0.0	0.7071067811865476
25	71.46	130.97	Ross	0.5	0.0	0.7071067811865476
26	137.69	146.08	Phoebe	0.0	0.0	0.0
27	146.16	166.36	Monica	0.28082208669636544	0.0	0.550753314319039
27	146.16	166.36	Phoebe	0.4897259711012115	1.0	0.7019730725696615
27	146.16	166.36	Ross	0.22945194220242301	0.0	0.4515579610124292
28	166.36	214.39	Chandler	0.3595505617977528	0.6666666666666666	0.6519731689966954
28	166.36	214.39	Monica	0.10299550561797753	0.0	0.21559130392656078
28	166.36	214.39	Phoebe	0.39138651685393255	0.6666666666666666	0.6597003319955792
28	166.36	214.39	Ross	0.14606741573033707	0.0	0.3053634695646721
29	221.19	285.94	Joey	0.4841261904761905	1.0	0.7054971814096372
29	221.19	285.94	Monica	0.05754047619047619	0.0	0.09089035564065218
29	221.19	285.94	Rachel	0.4583333333333333	0.0	0.7028603490556096
31	286.9	340.8	Dr. Roger	0.5	0.0	0.7071067811865475
31	286.9	340.8	Monica	0.5	0.0	0.7071067811865475
32	351.2	372.06	Carol	0.4838709677419355	1.0	0.7014098909785329
32	351.2	372.06	Ross	0.36021290322580646	0.0	0.6520737150339597
32	351.2	372.06	Susan	0.15591612903225807	0.0	0.28779165206672164
33	375.66	383.1	Carol	0.2735866144406457	0.0	0.5180406800935321
33	375.66	383.1	Ross	0.2735866144406457	0.0	0.5180406800935321
33	375.66	383.1	Susan	0.4528267711187085	1.0	0.680637721211851
34	387.18	388.38	Ross	0.0	0.0	0.0
35	395.18	501.92	Chandler	0.5	0.0	0.7071067811865476
35	395.18	501.92	Monica	0.5	0.0	0.7071067811865476
36	503.52	559.37	Joey	0.5	0.0	0.7071067811865475
36	503.52	559.37	Rachel	0.5	0.0	0.7071067811865475
38	583.23	649.45	Chandler	0.5	0.0	0.7071067811865475
38	583.23	649.45	Monica	0.5	0.0	0.7071067811865475
39	655.13	668.33	Chandler	0.5	0.0	0.7071067811865476
39	655.13	668.33	Monica	0.5	0.0	0.7071067811865476
40	674.73	679.32	Chandler	0.5	0.0	0.7071067811865475
40	674.73	679.32	Monica	0.5	0.0	0.7071067811865475
