turn_id	scene_id	start	end	n_sentences
0	56	0.4	1.44	1
1	56	2.56	3.44	1
2	56	6.48	7.44	1
3	56	8.24	9.04	1
4	56	10.56	11.6	1
5	56	13.12	15.68	1
6	56	18.8	20.64	1
7	56	21.12	21.6	1
8	56	23.36	26.0	1
9	56	26.74	27.22	1
10	56	30.82	32.18	1
11	56	33.06	36.1	1
12	56	38.1	40.26	1
13	56	42.34	43.14	1
14	56	46.34	49.3	1
15	56	50.1	54.17	1
16	56	55.05	58.33	1
17	56	58.65	59.29	1
18	56	59.45	64.01	1
19	56	65.77	66.57	1
20	56	66.57	67.77	1
21	56	67.85	69.05	1
22	56	71.13	76.57	1
23	56	77.21	77.61	1
24	56	79.95	85.79	1
25	56	87.23	89.23	1
26	58	97.23	100.31	1
27	58	100.31	102.19	1
28	58	102.59	103.79	1
29	58	104.66	107.14	1
30	58	107.38	109.06	1
31	58	109.22	109.62	1
32	58	110.98	114.1	1
33	58	114.1	116.18	1
34	58	117.22	117.86	1
35	58	117.86	119.62	1
36	58	119.62	121.54	1
37	59	121.94	123.06	1
38	59	123.86	126.98	1
39	59	128.34	129.98	1
40	59	129.98	130.9	1
41	59	130.9	131.54	1
42	59	131.54	132.5	1
43	59	132.5	134.1	1
44	59	136.4	137.04	1
45	59	137.84	142.72	1
46	59	142.72	143.36	1
47	59	144.56	145.32	1
48	59	145.32	146.88	1
49	59	146.88	148.52	1
50	59	148.52	149.2	1
51	60	149.2	151.28	1
52	60	151.28	153.92	1
53	60	153.92	156.24	1
54	60	156.72	159.84	1
55	60	160.0	163.32	1
56	60	163.88	170.36	1
57	61	170.44	171.36	1
58	61	171.36	172.6	1
59	61	172.68	179.92	1
60	61	179.92	183.24	1
61	61	183.48	184.68	1
62	61	184.68	185.24	1
63	61	186.12	186.4	1
64	61	186.4	186.96	1
65	61	186.96	187.36	1
66	61	187.36	187.92	1
67	62	187.92	192.69	1
68	62	192.69	193.05	1
69	62	194.81	195.41	1
70	62	195.41	196.25	1
71	62	199.13	199.69	1
72	62	200.33	200.97	1
73	62	201.53	202.09	1
74	62	203.69	204.45	1
75	62	204.45	205.09	1
76	62	205.09	205.53	1
77	63	209.77	213.21	1
78	63	216.41	217.13	1
79	63	218.01	219.77	1
80	63	220.01	221.93	1
81	63	224.09	225.53	1
82	63	226.33	228.17	1
83	63	228.49	230.09	1
84	63	230.09	230.89	1
85	63	230.97	231.53	1
86	63	231.61	235.85	1
87	63	236.49	240.97	1
88	63	242.01	243.21	1
89	63	245.53	247.83	1
90	63	248.15	250.87	1
91	63	250.95	253.67	1
92	63	253.67	254.71	1
93	63	256.15	257.99	1
94	63	258.15	259.11	1
95	63	261.19	262.23	1
96	63	263.11	263.51	1
97	63	263.83	265.83	1
98	63	266.47	269.19	1
99	63	269.43	271.99	1
100	63	272.39	274.43	1
101	63	274.43	277.39	8
102	63	277.39	279.19	1
103	63	280.07	280.47	1
104	63	283.11	283.67	1
105	63	289.35	290.31	1
106	63	290.79	291.51	1
107	63	294.15	294.71	1
108	63	296.47	300.64	1
109	63	300.8	304.08	1
110	63	304.08	304.96	1
111	63	307.12	308.48	1
112	63	310.24	312.16	1
113	63	313.92	314.72	1
114	63	315.68	316.48	1
115	64	332.48	332.96	1
116	64	333.44	334.16	1
117	64	335.12	336.24	1
118	64	338.88	339.84	1
119	64	339.84	340.88	1
120	64	342.96	346.56	1
121	64	347.2	347.84	1
122	64	347.84	348.56	1
123	64	350.56	353.15	1
124	64	353.31	354.35	1
125	64	354.51	357.31	1
126	64	357.63	358.31	1
127	64	358.31	359.15	1
128	64	359.15	359.87	1
129	64	360.83	362.19	1
130	64	362.19	364.11	1
131	64	364.11	364.99	1
132	64	365.31	365.87	1
133	64	366.03	368.19	1
134	64	368.51	370.43	1
135	64	371.39	371.83	1
136	64	371.83	372.51	1
137	64	372.51	373.27	1
138	64	373.27	375.39	1
139	64	375.79	377.31	1
140	64	379.71	380.59	1
141	64	382.82	383.94	1
142	64	383.94	384.58	1
143	64	385.06	389.14	1
144	64	389.22	391.78	1
145	64	391.78	393.18	1
146	64	393.18	397.139	1
147	64	398.42	400.22	1
148	64	400.22	400.82	1
149	64	402.34	404.9	1
150	64	408.5	409.38	1
151	64	410.59	411.79	1
152	64	411.79	413.55	1
153	64	414.11	416.39	1
154	64	416.39	418.27	1
155	64	418.91	421.55	1
156	64	422.91	424.51	1
157	64	428.11	429.23	1
158	64	430.19	430.55	1
159	64	430.55	433.71	1
160	64	434.43	435.39	1
161	64	436.62	437.82	1
162	64	443.74	444.58	1
163	64	444.58	445.1	1
164	64	448.38	450.06	1
165	64	451.02	455.02	1
166	64	456.06	456.78	1
167	64	460.14	461.26	1
168	64	462.76	463.88	1
169	64	466.12	466.76	1
170	64	468.68	469.64	1
171	66	484.2	485.6	1
172	66	485.6	486.48	1
173	66	486.48	487.08	1
174	66	487.79	488.03	1
175	66	488.43	489.15	1
176	66	489.15	490.91	1
177	66	491.15	492.27	1
178	66	492.43	493.55	1
179	66	493.71	497.03	1
180	66	497.03	498.15	1
181	66	498.15	499.47	1
182	66	499.55	500.03	1
183	66	500.03	501.47	1
184	66	501.47	502.75	1
185	66	503.069	503.63	1
186	66	504.67	505.63	1
187	66	505.79	506.99	1
188	66	506.99	508.87	1
189	66	508.87	510.27	1
