turn_id	scene_id	start	end	n_sentences
0	22	2.0	3.52	1
1	22	5.52	6.16	1
2	22	7.2	8.48	1
3	22	9.28	17.44	1
4	22	17.52	18.48	1
5	23	28.11	28.35	1
6	23	29.47	29.87	1
7	23	31.31	31.87	1
8	23	32.27	33.55	1
9	23	33.71	39.15	1
10	23	44.35	44.91	1
11	24	48.91	49.55	1
12	24	53.94	54.66	1
13	24	54.98	55.86	1
14	24	57.06	59.3	1
15	24	62.02	62.94	1
16	24	62.94	64.18	1
17	25	71.46	79.54	1
18	25	79.62	83.3	1
19	25	85.67	87.11	1
20	25	89.75	90.31	1
21	25	92.79	97.59	1
22	25	99.03	99.509	1
23	25	99.509	101.95	1
24	25	101.95	103.43	1
25	25	103.59	104.55	1
26	25	107.27	111.19	1
27	25	111.69	112.57	1
28	25	112.73	113.13	1
29	25	113.13	114.97	1
30	25	116.33	122.49	1
31	25	123.29	126.81	1
32	25	127.13	127.769	1
33	25	127.769	128.57	1
34	25	130.09	130.53	1
35	25	130.53	130.97	1
36	26	137.69	139.53	1
37	26	139.76	141.12	1
38	26	142.56	143.76	1
39	26	143.76	144.56	1
40	26	144.56	146.08	1
41	27	146.16	152.16	1
42	27	152.16	152.64	1
43	27	152.88	154.24	1
44	27	154.32	155.92	1
45	27	155.92	157.2	1
46	27	157.2	157.92	1
47	27	158.56	159.68	1
48	27	159.68	160.64	1
49	27	160.64	161.32	1
50	27	161.32	162.48	1
51	27	164.64	165.56	1
52	27	165.56	165.92	1
53	27	165.92	166.12	1
54	27	166.12	166.36	1
55	28	166.36	171.83	1
56	28	171.83	173.67	1
57	28	173.67	175.99	1
58	28	178.31	179.75	1
59	28	180.95	187.27	1
60	28	187.43	189.43	1
61	28	189.83	191.27	1
62	28	192.47	193.51	1
63	28	193.51	195.91	1
64	28	196.07	198.71	1
65	28	198.95	200.39	1
66	28	200.39	201.51	1
67	28	201.51	202.47	1
68	28	204.87	207.67	1
69	28	207.91	208.39	1
70	28	208.39	212.87	1
71	28	212.87	213.63	1
72	28	213.63	214.39	1
73	29	221.19	223.27	1
74	29	223.83	224.39	1
75	29	226.04	226.68	1
76	29	227.24	228.28	1
77	29	230.2	231.0	1
78	29	232.76	233.88	1
79	29	236.76	237.16	1
80	29	237.72	240.36	1
81	29	241.48	242.52	1
82	29	243.08	243.8	1
83	29	247.24	249.24	1
84	29	250.28	251.64	1
85	29	251.64	252.68	1
86	29	252.92	256.4	1
87	29	256.4	257.4	1
88	29	260.04	261.92	1
89	29	261.92	263.32	1
90	29	263.32	263.96	1
91	29	266.28	273.8	1
92	29	273.88	275.8	1
93	29	284.98	285.94	1
94	31	286.9	288.26	1
