turn_id	scene_id	start	end	n_sentences
0	1	5.2	7.36	1
1	1	7.36	8.56	1
2	1	8.72	10.4	1
3	1	10.48	11.36	1
4	1	13.68	15.2	1
5	1	15.2	16.56	1
6	1	17.04	18.24	1
7	1	18.24	19.52	1
8	1	21.6	22.4	1
9	1	22.64	23.44	1
10	1	23.92	24.72	1
11	1	25.77	26.01	1
12	1	26.17	28.17	1
13	1	29.53	30.57	1
14	1	31.05	32.45	1
15	1	32.45	34.57	1
16	1	36.65	37.93	1
17	1	38.01	39.01	1
18	1	39.01	40.49	1
19	1	42.73	43.33	1
20	1	43.33	44.41	1
21	1	44.41	46.25	1
22	1	47.45	48.01	1
23	1	48.81	50.25	1
24	1	51.05	53.37	1
25	1	53.95	56.03	1
26	1	57.79	58.67	1
27	1	58.91	60.11	1
28	3	100.33	102.33	1
29	3	102.41	103.93	1
30	3	103.93	105.49	1
31	3	105.49	107.53	1
32	3	109.85	113.93	1
33	3	114.52	120.04	1
34	3	120.12	122.04	1
35	3	124.28	128.12	1
36	3	129.32	129.88	1
37	3	130.04	132.6	1
38	3	133.72	136.76	1
39	3	136.76	140.84	1
40	3	141.22	143.86	1
41	3	143.86	144.98	1
42	3	146.34	149.98	1
43	3	149.98	151.58	1
44	3	151.58	153.94	1
45	3	153.94	154.5	1
46	3	154.58	155.78	1
47	3	156.1	156.74	1
48	3	159.3	160.5	1
49	3	160.5	161.7	1
50	3	162.66	163.62	1
51	3	163.94	165.54	1
52	5	167.06	168.58	1
53	5	168.82	169.3	1
54	5	169.38	171.14	1
55	5	171.47	176.03	1
56	5	179.31	180.43	1
57	5	182.03	188.43	1
58	5	188.83	193.39	1
59	5	193.71	194.67	1
60	5	197.87	198.67	1
61	5	200.52	201.16	1
62	5	201.16	201.8	1
63	5	203.24	207.32	1
64	5	207.48	209.32	1
65	5	214.92	219.96	1
66	5	221.48	226.68	1
67	6	229.6	247.6	1
68	7	247.92	251.44	1
69	7	252.24	253.2	1
70	7	253.44	254.64	1
71	7	255.08	256.16	1
72	7	256.16	258.12	1
73	7	258.12	259.24	1
74	7	259.96	261.08	1
75	7	261.08	264.76	1
76	7	268.68	269.96	1
77	7	269.96	270.64	1
78	7	270.64	271.319	1
79	7	271.48	273.16	1
80	7	273.16	274.04	1
81	7	274.04	274.92	1
82	7	275.0	275.48	1
83	7	275.72	277.72	1
84	7	281.0	281.4	1
85	7	281.4	282.24	1
86	8	282.24	282.92	1
87	8	283.23	284.79	2
88	8	284.79	286.35	1
89	8	290.59	291.39	1
90	8	294.35	296.75	1
91	9	302.99	303.87	1
92	9	305.55	306.67	1
93	9	309.47	309.87	1
94	9	309.95	311.31	1
95	9	311.71	312.35	1
96	9	312.99	314.43	1
97	9	314.43	314.815	1
98	9	314.815	315.09	1
99	9	315.09	315.85	1
100	9	316.17	316.85	1
101	9	316.85	320.97	1
102	9	322.25	322.61	1
103	9	322.61	323.45	1
104	9	324.65	325.45	1
105	9	327.21	328.33	1
106	9	328.57	330.09	1
107	9	330.33	330.929	1
108	9	330.929	331.21	1
109	9	331.21	331.37	1
110	9	331.37	332.85	1
111	9	332.85	333.45	1
112	9	333.45	333.81	1
113	9	333.81	336.13	1
114	9	336.13	340.25	1
115	9	340.33	341.93	1
116	9	342.81	343.93	1
117	9	345.36	346.24	1
118	9	348.72	349.68	1
119	9	349.68	352.4	1
120	9	352.72	354.48	1
121	9	354.8	356.24	1
122	9	357.84	359.08	1
123	9	359.08	359.88	1
124	9	359.88	362.04	1
125	9	362.04	364.64	1
126	9	364.64	365.68	1
127	9	366.4	369.68	1
128	11	370.08	374.16	1
129	12	376.78	379.38	1
130	12	379.38	380.18	1
131	12	380.18	382.02	1
132	12	382.02	382.46	1
133	12	382.62	383.82	1
134	12	387.02	388.3	1
135	12	389.34	391.9	1
136	12	392.14	394.78	1
137	12	394.94	396.7	1
138	12	399.34	400.14	1
139	12	400.38	401.98	1
140	12	402.71	404.87	1
141	12	408.95	410.31	1
142	12	410.55	412.39	1
143	12	413.59	415.35	1
144	12	415.75	419.03	1
145	14	419.27	420.63	1
146	14	420.71	424.31	1
147	14	425.83	427.15	1
148	14	427.15	427.59	1
149	14	427.59	429.16	1
150	14	429.16	432.4	6
151	14	432.4	432.88	1
152	14	432.88	433.96	1
153	15	434.76	435.88	1
154	15	436.44	440.2	1
155	15	444.04	445.72	1
156	15	446.04	454.88	1
157	15	454.88	456.92	1
158	16	459.0	460.2	1
159	16	461.28	462.28	1
160	16	462.28	463.36	1
161	16	463.36	464.4	1
162	16	466.24	467.36	1
163	16	468.08	469.12	1
164	16	469.36	470.96	1
165	16	473.6	474.0	1
166	16	474.48	475.68	1
167	16	476.64	478.0	1
168	16	479.76	482.4	1
169	17	483.84	485.44	1
170	18	486.16	488.0	1
171	18	490.9	492.18	1
172	19	492.18	497.38	1
173	19	497.38	498.14	1
174	19	498.14	498.66	1
175	20	504.02	506.82	1
176	20	507.3	509.06	1
177	20	509.54	515.3	1
178	20	517.38	518.02	1
179	20	518.1	519.3	1
180	20	520.03	520.83	1
181	20	523.63	524.51	1
182	20	528.03	528.51	1
183	20	529.55	531.31	1
184	20	531.31	532.35	1
185	20	533.15	533.55	1
186	20	533.55	536.11	1
187	20	536.91	538.59	1
188	20	545.63	546.03	1
189	20	548.27	549.47	1
190	20	550.77	551.65	1
191	20	553.65	556.01	1
192	20	556.01	556.65	1
193	20	556.65	557.97	1
194	20	558.45	559.05	1
195	20	559.05	561.01	1
196	20	561.49	562.93	1
197	20	563.89	566.69	1
198	20	569.09	569.77	1
199	20	569.77	570.77	1
200	20	583.15	583.47	1
201	21	586.75	591.27	1
202	21	591.27	592.59	1
203	21	592.59	594.27	1
204	22	599.39	599.95	1
205	22	601.63	602.47	1
206	22	602.47	609.15	1
207	22	610.48	611.44	1
208	22	616.48	617.12	1
209	22	618.64	620.08	1
210	22	621.68	623.36	1
211	22	623.36	623.84	1
212	22	624.56	626.04	1
213	22	626.04	627.04	1
214	22	627.04	629.52	1
215	22	630.56	632.24	1
216	22	632.32	634.48	1
217	22	634.8	635.57	1
